Actual,Predicted
83.6725,83.67250000000013
52.763,52.76299999999989
69.476,69.47599999999906
69.3405,69.34049999999957
63.583,63.58300000000037
54.8205,54.820499999999335
76.4445,76.44450000000057
65.756,65.7560000000002
76.568,76.5679999999991
56.4555,56.45549999999977
62.756,62.755999999999936
57.11,57.10999999999909
60.679,60.67899999999958
70.8845,70.88450000000046
55.546,55.54599999999975
60.597,60.59699999999892
63.843,63.843000000000494
75.181,75.18100000000078
50.6555,50.65549999999903
50.4005,50.40050000000048
71.674,71.67400000000103
78.6745,78.67450000000076
81.402,81.40199999999967
66.0785,66.07849999999996
61.055,61.05500000000066
56.48,56.47999999999957
69.584,69.58400000000009
70.4945,70.49449999999999
70.0205,70.02049999999983
76.7975,76.79749999999987
64.72,64.7199999999996
71.176,71.17600000000004
77.663,77.66299999999964
77.3445,77.34449999999904
65.1205,65.12049999999965
62.298,62.29800000000017
81.109,81.109000000001
42.7495,42.7495000000008
66.2825,66.28249999999963
73.85,73.8499999999992
47.939,47.93899999999927
69.4755,69.47550000000035
66.6675,66.66749999999965
81.709,81.70899999999995
77.2715,77.27149999999915
60.563,60.562999999999825
62.7755,62.77549999999946
56.8765,56.87649999999915
69.121,69.12099999999992
52.492,52.49199999999937
58.6175,58.617500000000874
69.0385,69.03849999999991
50.389,50.389000000000834
58.5335,58.5335000000009
67.189,67.188999999999
77.0675,77.06749999999985
83.668,83.66800000000063
63.194,63.1940000000001
61.443,61.443000000000374
73.2935,73.29350000000042
74.568,74.56799999999919
58.8865,58.88650000000066
74.2755,74.27549999999914
69.2135,69.213500000001
74.8715,74.87150000000003
48.919,48.91900000000074
49.871,49.87100000000062
41.2995,41.29949999999971
70.809,70.80899999999912
49.0485,49.04849999999903
59.1085,59.108500000000596
69.4505,69.4505
80.8155,80.81550000000101
62.389,62.38900000000072
74.291,74.29099999999912
47.6805,47.6804999999999
58.5745,58.57449999999902
78.5145,78.51449999999934
45.794,45.793999999999386
76.7825,76.78249999999932
64.5925,64.59249999999955
59.258,59.258000000000244
56.226,56.22600000000052
52.261,52.26099999999935
71.0895,71.08950000000101
69.6765,69.67650000000083
68.7675,68.7675000000001
84.9915,84.99149999999923
76.8035,76.80349999999919
69.371,69.37100000000032
70.2515,70.25150000000042
64.7305,64.73050000000032
74.41,74.41000000000037
65.41,65.41000000000048
56.25,56.24999999999964
80.5,80.49999999999966
58.995,58.99500000000007
67.6455,67.64550000000077
56.158,56.157999999999824
62.677,62.676999999999225
43.413,43.41299999999929
82.3355,82.33550000000105
64.567,64.56699999999987
72.4715,72.47149999999948
51.6835,51.6835000000003
74.5405,74.54049999999953
62.9265,62.926500000000964
62.376,62.375999999999955
73.248,73.24799999999908
71.313,71.31300000000005
76.0755,76.07549999999958
69.285,69.28499999999909
68.958,68.95799999999974
56.6245,56.62450000000008
61.137,61.13700000000049
55.4225,55.42249999999916
52.078,52.07800000000062
58.8055,58.80550000000063
54.2695,54.269500000000654
53.159,53.158999999999565
55.294,55.29399999999906
67.461,67.4610000000001
48.164,48.16399999999931
82.7315,82.73149999999913
49.784,49.78399999999983
53.942,53.94200000000013
79.7775,79.77750000000032
59.0715,59.07149999999918
81.5685,81.5684999999992
54.1515,54.15149999999976
69.3675,69.36750000000012
52.9805,52.98049999999941
60.435,60.43499999999985
62.136,62.136000000000706
51.9525,51.95249999999904
74.5195,74.51950000000053
76.0325,76.03250000000048
53.4115,53.411500000000366
47.6645,47.664500000000494
77.053,77.05300000000031
49.4975,49.49749999999916
57.685,57.684999999999086
60.343,60.342999999998995
64.345,64.34499999999932
59.1225,59.12249999999925
53.4895,53.48949999999948
76.1725,76.17250000000013
74.627,74.62700000000092
46.7525,46.75249999999911
57.3235,57.323500000000145
69.8875,69.88749999999908
67.739,67.73899999999912
69.0905,69.0905000000003
60.1095,60.10950000000047
50.5705,50.57049999999902
77.2535,77.25349999999904
58.234,58.23400000000014
60.634,60.63399999999899
66.5585,66.55849999999978
68.747,68.7470000000005
74.1185,74.1184999999997
54.7385,54.73850000000103
55.998,55.99799999999932
58.5815,58.58150000000038
71.524,71.52399999999898
59.702,59.70199999999957
69.0785,69.07850000000028
72.632,72.63199999999969
61.164,61.16400000000062
62.341,62.34100000000022
46.3385,46.338499999999904
59.975,59.9749999999991
75.0425,75.04249999999897
51.7805,51.780499999999705
51.512,51.511999999999006
53.3995,53.399500000000344
77.99,77.99000000000078
56.298,56.29800000000056
52.7725,52.7725000000008
66.6925,66.69249999999985
72.495,72.49500000000012
63.8615,63.861499999999715
65.4455,65.44550000000075
72.6575,72.65750000000037
70.8415,70.84150000000074
61.9835,61.98349999999919
61.6175,61.617499999999374
64.4455,64.44550000000103
66.0285,66.02850000000049
56.036,56.03600000000015
66.0695,66.06949999999998
63.438,63.43800000000093
82.039,82.0389999999993
49.7425,49.742499999999254
80.3925,80.39250000000041
39.426,39.42599999999932
72.258,72.25800000000018
52.437,52.43700000000053
82.3375,82.33749999999961
53.7135,53.71350000000019
65.874,65.8740000000009
59.0845,59.08450000000081
43.0395,43.03949999999964
61.954,61.95399999999987
63.8475,63.84750000000005
47.9685,47.968500000000866
89.33,89.32999999999936
62.217,62.217000000000304
62.308,62.308000000000185
48.9995,48.99949999999986
69.247,69.24699999999905
56.8645,56.86450000000037
65.62,65.62000000000054
56.2745,56.27450000000097
74.008,74.0080000000005
53.6985,53.698500000001
70.679,70.6790000000004
64.1825,64.18249999999998
71.9295,71.92949999999993
70.0695,70.06950000000077
61.313,61.31300000000058
43.2245,43.22449999999906
69.23,69.23000000000081
47.3095,47.309499999999126
54.3285,54.32850000000084
40.3765,40.3765000000005
51.5215,51.52149999999997
67.7225,67.72249999999923
72.3535,72.35350000000096
61.473,61.47300000000079
60.463,60.46300000000026
73.122,73.12199999999987
54.7515,54.75149999999952
82.5705,82.57050000000001
75.9745,75.97449999999904
61.735,61.73499999999906
71.099,71.09900000000067
65.084,65.0839999999998
71.086,71.08600000000044
51.018,51.018000000000505
45.0335,45.03349999999916
71.9965,71.99649999999926
63.5765,63.57649999999897
53.491,53.491000000000746
76.3335,76.33350000000036
59.1735,59.17349999999957
53.5415,53.54149999999933
35.908,35.90799999999917
58.228,58.228000000000534
56.2615,56.261499999998925
61.877,61.87700000000009
62.6435,62.643500000000834
72.333,72.33300000000023
68.691,68.69100000000043
77.9425,77.94250000000105
83.06,83.05999999999963
60.875,60.87499999999984
55.142,55.14199999999894
64.034,64.03399999999999
59.7015,59.701500000000344
41.9025,41.90249999999897
52.3075,52.307500000000566
43.742,43.74199999999899
49.36,49.35999999999931
58.7,58.700000000000166
70.552,70.55199999999974
50.406,50.406000000000724
48.796,48.79599999999978
54.1285,54.12850000000058
50.7575,50.75749999999911
72.788,72.78799999999976
50.7455,50.74549999999983
66.3165,66.31649999999905
65.1305,65.13050000000055
71.104,71.10400000000021
69.03,69.03000000000006
69.8505,69.8504999999993
75.6305,75.63050000000035
65.252,65.25199999999992
41.679,41.679000000000734
42.8445,42.844499999999265
65.7645,65.76450000000054
58.051,58.051000000000705
71.769,71.76900000000015
71.7255,71.72549999999984
37.749,37.748999999998944
60.6955,60.695499999999484
59.2645,59.26449999999932
44.9315,44.93150000000022
74.3125,74.31250000000088
64.676,64.67599999999979
63.7195,63.71949999999905
53.5,53.49999999999905
81.934,81.93399999999909
53.68,53.67999999999919
51.6155,51.615500000000544
70.0795,70.07949999999985
64.792,64.79199999999949
76.7105,76.71049999999917
53.2625,53.26249999999965
76.3685,76.36850000000007
42.7225,42.72249999999898
68.621,68.62099999999944
66.8285,66.82850000000062
66.139,66.13900000000069
48.3665,48.36650000000101
45.806,45.80600000000012
66.288,66.28799999999922
54.214,54.214000000001036
49.1365,49.136500000000915
64.926,64.92600000000039
45.568,45.56800000000057
71.8835,71.88349999999966
63.558,63.55799999999925
47.207,47.20700000000033
70.2775,70.27749999999935
47.148,47.148000000000344
68.5955,68.59549999999956
63.138,63.13799999999948
51.1305,51.130499999999635
77.49,77.4900000000008
70.6435,70.64350000000027
84.435,84.43500000000074
38.7155,38.715499999999395
46.494,46.49399999999931
58.191,58.190999999999555
59.3705,59.37049999999911
74.7775,74.77749999999952
66.653,66.65300000000039
53.925,53.92500000000011
71.94,71.94000000000102
52.745,52.74500000000065
43.138,43.137999999999884
50.615,50.61500000000012
72.331,72.33100000000081
61.996,61.99600000000075
68.8355,68.83549999999946
62.79,62.78999999999945
80.1785,80.17850000000064
64.8865,64.88649999999981
53.4255,53.425499999999786
60.1265,60.12649999999995
60.173,60.17299999999975
57.761,57.760999999999974
57.6685,57.66850000000045
53.473,53.473000000000596
62.089,62.089000000000226
65.8895,65.88949999999997
77.8215,77.82150000000021
59.164,59.16400000000048
79.71,79.70999999999918
72.5175,72.51750000000018
61.301,61.301000000000286
63.845,63.84499999999907
82.761,82.76100000000034
54.0825,54.082500000000046
55.909,55.9089999999995
74.471,74.47100000000057
54.927,54.9269999999993
55.6975,55.69750000000073
73.311,73.31099999999924
49.4955,49.49549999999993
59.9835,59.9835000000003
62.2595,62.25949999999938
45.423,45.422999999999384
73.5025,73.50250000000011
72.194,72.19400000000073
65.404,65.4039999999992
49.989,49.988999999999244
67.4195,67.41949999999974
41.5985,41.59850000000089
50.936,50.93600000000053
62.284,62.283999999999985
64.3025,64.30249999999972
57.9315,57.93149999999898
65.038,65.03799999999899
52.723,52.72300000000046
52.874,52.87399999999977
67.5575,67.55750000000018
51.2805,51.280499999999584
58.5245,58.52449999999968
58.865,58.86500000000023
67.9195,67.91949999999963
51.0105,51.01050000000104
50.0015,50.001499999999204
72.038,72.0379999999995
58.1935,58.19350000000002
59.798,59.798000000000634
69.7365,69.73650000000072
74.4225,74.42250000000067
68.221,68.22099999999901
62.1195,62.11949999999948
72.8045,72.80450000000019
60.828,60.82800000000047
60.1685,60.16850000000044
50.47,50.46999999999984
74.744,74.74399999999986
67.6905,67.69049999999987
68.781,68.78100000000097
78.1085,78.10849999999974
61.487,61.48699999999983
66.4,66.39999999999978
53.7685,53.76850000000078
68.771,68.77099999999984
48.4065,48.40649999999929
73.9095,73.90950000000092
58.1235,58.12350000000102
69.99,69.99000000000078
68.6445,68.64450000000065
59.098,59.09799999999921
48.888,48.888000000000034
65.1025,65.10249999999971
49.3325,49.33249999999955
52.8315,52.83150000000065
44.438,44.43799999999896
66.311,66.31099999999961
64.0585,64.0585000000008
69.821,69.82099999999917
67.324,67.32399999999919
81.4325,81.43250000000035
64.479,64.47899999999984
61.632,61.632000000000424
57.428,57.428000000000225
47.3795,47.37949999999939
59.7895,59.78949999999975
70.1395,70.13950000000102
51.324,51.32400000000005
55.4525,55.4525000000007
79.223,79.22299999999984
66.4815,66.48149999999944
68.5685,68.56850000000071
46.5135,46.51350000000089
67.387,67.38700000000028
80.8295,80.82950000000065
54.282,54.28199999999959
71.2175,71.2175000000008
65.352,65.35200000000003
47.0155,47.01550000000041
69.1205,69.12050000000085
55.94,55.940000000001035
61.1235,61.123499999999545
64.7955,64.79549999999932
64.438,64.43799999999916
59.3075,59.307500000000644
52.0595,52.05950000000076
79.1885,79.18849999999978
55.508,55.50800000000009
41.6145,41.614500000000824
49.1605,49.16049999999892
67.098,67.09800000000058
49.343,49.34299999999961
58.686,58.68600000000049
69.2165,69.21649999999894
81.626,81.62599999999989
73.553,73.5530000000006
54.9845,54.984500000000786
59.5555,59.5555000000009
52.763,52.76299999999969
76.073,76.07299999999933
68.6425,68.64250000000004
67.5615,67.56149999999982
70.434,70.43400000000065
60.3185,60.318500000001016
66.7635,66.7635000000009
55.3,55.29999999999995
66.3165,66.31650000000087
41.153,41.15300000000045
63.9975,63.997500000000926
43.418,43.41800000000094
55.2465,55.24650000000092
73.8015,73.8015
71.541,71.54100000000037
53.2315,53.23149999999975
64.251,64.2510000000008
66.7835,66.78349999999963
56.058,56.058000000000376
61.7545,61.75449999999905
69.815,69.81500000000099
64.5485,64.54849999999993
50.413,50.41300000000043
51.4835,51.4835000000004
58.637,58.63700000000049
62.9825,62.982500000001075
70.986,70.98599999999996
62.2695,62.26950000000019
72.1555,72.15549999999945
52.533,52.53300000000092
47.6895,47.6895000000001
56.837,56.83700000000036
62.3375,62.337499999999274
52.5435,52.54350000000013
73.2755,73.27549999999906
73.589,73.58900000000008
69.628,69.6279999999999
76.8205,76.82049999999941
59.894,59.894000000000005
69.1955,69.19550000000089
74.0785,74.07849999999951
71.1795,71.17949999999996
70.892,70.89199999999894
66.88,66.87999999999974
73.5065,73.50649999999928
53.1395,53.139499999999536
62.347,62.34700000000085
56.549,56.549000000000724
62.6945,62.694500000000225
58.5295,58.529499999999366
82.6815,82.68149999999929
47.6015,47.60150000000098
72.774,72.77400000000085
47.0445,47.04450000000076
63.633,63.63300000000044
58.858,58.858000000000764
70.6265,70.62649999999965
59.5845,59.584499999999714
68.824,68.82399999999924
70.311,70.31100000000058
73.769,73.76899999999992
56.3405,56.34049999999925
57.625,57.625000000000426
77.909,77.9090000000005
73.272,73.2719999999996
67.2965,67.29649999999913
62.0235,62.02349999999992
68.081,68.08100000000081
71.7615,71.7615000000009
67.732,67.73200000000051
45.3275,45.327500000000164
63.3125,63.312499999999545
59.27,59.27000000000008
53.656,53.65599999999991
54.359,54.3589999999997
70.658,70.65800000000067
61.359,61.359000000000954
73.944,73.94400000000095
55.6525,55.65249999999973
57.0085,57.008500000000474
70.138,70.13799999999964
70.8225,70.82250000000028
71.389,71.38899999999904
82.0375,82.03750000000107
51.8335,51.83350000000049
55.2335,55.2335000000003
69.404,69.4039999999996
72.6925,72.69250000000059
71.33,71.32999999999944
64.955,64.95499999999961
66.3465,66.34649999999948
55.9145,55.91450000000068
51.0905,51.090499999999054
68.678,68.67800000000022
78.459,78.45900000000066
64.8045,64.80450000000022
48.228,48.22800000000087
64.4155,64.41550000000004
66.593,66.59300000000061
46.416,46.41600000000016
61.8245,61.82450000000001
63.933,63.93300000000072
59.1485,59.148499999999785
74.6385,74.63850000000025
60.2875,60.28749999999926
53.5865,53.58649999999965
50.166,50.16599999999952
59.3955,59.39549999999938
73.2945,73.29450000000074
72.334,72.3339999999998
66.95,66.94999999999993
65.106,65.10599999999982
69.564,69.56399999999962
73.426,73.4259999999993
76.114,76.11400000000071
63.423,63.4229999999993
61.7945,61.794500000000546
65.246,65.24600000000001
84.0185,84.01850000000101
76.0295,76.0294999999999
53.0815,53.08149999999937
55.309,55.30899999999916
73.198,73.19799999999927
61.184,61.18399999999933
52.5575,52.557499999998996
60.235,60.23499999999978
63.3235,63.323499999999406
59.849,59.848999999999535
66.6385,66.63850000000025
58.9845,58.9844999999999
54.7215,54.72150000000001
68.837,68.83699999999953
45.6845,45.68450000000089
68.1655,68.16549999999924
63.963,63.963000000000925
60.854,60.854000000000745
74.979,74.97899999999984
78.997,78.99700000000084
57.702,57.70199999999982
59.681,59.68100000000076
64.402,64.40199999999925
63.6695,63.66950000000016
61.6965,61.6964999999991
68.959,68.959000000001
60.282,60.28200000000024
63.5495,63.54949999999898
59.238,59.2380000000008
48.044,48.044000000000906
75.957,75.95700000000056
69.875,69.87500000000051
78.8805,78.88049999999967
62.498,62.49799999999998
65.5705,65.57050000000012
53.8405,53.840500000000155
58.741,58.74100000000055
80.173,80.17299999999966
80.4245,80.42449999999977
60.174,60.17400000000011
71.382,71.38199999999986
79.149,79.14900000000017
66.693,66.69299999999899
53.9575,53.95749999999969
75.694,75.69399999999948
48.93,48.930000000000376
61.6935,61.69349999999901
60.309,60.30899999999905
60.3565,60.35650000000077
57.7305,57.730499999999346
66.7755,66.77550000000042
85.172,85.17199999999977
73.379,73.37899999999894
67.346,67.34600000000103
47.098,47.098000000001
42.7715,42.7714999999994
53.8735,53.87350000000035
51.7005,51.7005000000003
62.8665,62.86649999999992
66.2625,66.26250000000087
45.244,45.24399999999953
49.7235,49.723500000000634
63.0385,63.03850000000096
57.302,57.301999999999694
57.731,57.73099999999908
63.718,63.71800000000041
68.7195,68.71950000000078
69.484,69.4839999999999
77.683,77.68299999999954
56.9695,56.96949999999952
74.489,74.48900000000017
77.2525,77.25250000000054
51.023,51.02300000000069
41.0395,41.03950000000042
63.4915,63.49150000000036
62.177,62.177000000000426
81.329,81.3289999999997
61.25,61.249999999999936
61.642,61.641999999999406
67.6535,67.65350000000029
70.3575,70.35749999999939
65.1035,65.10349999999923
67.063,67.06300000000081
38.986,38.98599999999893
67.17,67.16999999999993
69.11,69.10999999999933
77.4455,77.4454999999997
73.663,73.66299999999973
67.0675,67.06750000000045
69.113,69.11299999999937
71.8075,71.8075
46.2065,46.206499999999934
67.196,67.19600000000071
68.718,68.71799999999942
53.0335,53.03349999999963
56.072,56.0719999999992
61.974,61.974000000000586
51.3665,51.3664999999992
81.7895,81.78950000000106
61.8805,61.88049999999898
74.658,74.65800000000078
50.0155,50.01549999999972
56.157,56.15699999999899
68.7885,68.78850000000034
60.1795,60.17949999999926
77.2705,77.27050000000054
78.763,78.76299999999938
67.32,67.32000000000093
71.543,71.54299999999895
45.432,45.43200000000049
67.5325,67.53250000000045
76.7885,76.78849999999974
36.6685,36.668499999999455
61.6555,61.65549999999994
59.3885,59.38849999999919
70.957,70.95699999999957
67.025,67.02500000000043
64.107,64.10699999999932
51.1985,51.19850000000004
77.505,77.50500000000065
55.1525,55.15250000000066
73.0405,73.0404999999995
65.168,65.16800000000055
52.4805,52.48049999999904
60.074,60.074000000000304
74.9315,74.93150000000009
45.519,45.519000000000105
76.017,76.01699999999951
81.2125,81.21250000000035
71.276,71.2759999999999
81.863,81.86300000000068
84.426,84.42599999999891
59.704,59.70400000000097
48.2085,48.20850000000028
54.6145,54.61450000000057
50.878,50.87799999999998
57.356,57.356000000000314
59.145,59.14499999999923
65.724,65.72400000000036
59.4755,59.47550000000074
59.7725,59.772499999999695
53.9515,53.95149999999895
58.7745,58.774499999999165
54.3385,54.338499999998945
81.9655,81.96550000000084
63.6135,63.61350000000059
80.005,80.00499999999951
65.944,65.94399999999956
43.2,43.19999999999991
52.956,52.95599999999946
66.1485,66.14850000000064
62.1675,62.16749999999991
61.2835,61.28349999999981
64.0285,64.02849999999981
65.9775,65.97749999999996
59.8145,59.81449999999902
48.4165,48.416499999998926
60.325,60.32499999999911
61.3085,61.30850000000055
50.935,50.93499999999991
74.824,74.82399999999996
58.535,58.53500000000044
60.077,60.07699999999911
52.667,52.666999999999824
68.2925,68.29249999999931
76.3155,76.31550000000107
72.0435,72.04349999999903
60.069,60.0690000000002
59.08,59.07999999999982
51.6055,51.60549999999967
51.843,51.842999999999854
58.3365,58.33649999999952
49.324,49.32400000000039
77.1455,77.14550000000085
65.646,65.64600000000036
75.367,75.36699999999936
57.3265,57.32650000000046
75.518,75.51799999999932
71.3115,71.31149999999903
67.056,67.05599999999927
44.558,44.55800000000063
78.038,78.03799999999939
60.0935,60.09349999999926
63.326,63.325999999999844
65.106,65.10599999999985
52.25,52.24999999999961
58.699,58.69899999999919
66.6935,66.69349999999895
59.731,59.73099999999899
79.935,79.93500000000057
70.6095,70.6094999999996
67.992,67.99200000000087
56.8115,56.81149999999998
69.954,69.95399999999958
61.8975,61.89750000000097
63.209,63.2089999999997
66.324,66.32400000000007
57.7685,57.76850000000102
45.768,45.76800000000083
58.274,58.27399999999961
73.065,73.06500000000042
68.6675,68.66749999999976
61.6535,61.65349999999932
82.715,82.71500000000069
69.749,69.74900000000045
58.6575,58.65749999999935
65.5915,65.5915000000004
66.059,66.0590000000004
40.739,40.73899999999909
64.3785,64.37849999999926
56.613,56.61300000000066
65.0595,65.05950000000021
45.4155,45.41549999999943
75.0925,75.09250000000105
55.7115,55.711499999999376
65.729,65.7289999999995
84.7795,84.77950000000038
62.076,62.07600000000093
67.08,67.08000000000104
45.859,45.85899999999904
59.2425,59.242499999999374
58.9805,58.980500000000106
54.425,54.42500000000033
54.2445,54.2445000000003
73.1185,73.11849999999956
64.726,64.72599999999971
47.6035,47.60350000000055
52.828,52.82800000000059
83.965,83.96500000000057
50.7635,50.76349999999922
58.5345,58.53450000000086
63.099,63.09899999999927
69.012,69.01199999999903
70.614,70.61399999999949
56.4735,56.47349999999986
76.0,75.99999999999932
86.019,86.01900000000094
64.6295,64.62949999999944
76.8615,76.86150000000023
89.8995,89.89949999999948
60.0435,60.04349999999928
69.456,69.4560000000005
54.3945,54.39449999999895
53.017,53.016999999999676
52.3495,52.34949999999985
42.965,42.96499999999917
56.274,56.27399999999946
39.297,39.29700000000036
63.8555,63.85550000000092
75.056,75.05599999999924
63.3485,63.34850000000001
76.1905,76.19050000000036
80.914,80.91400000000087
67.6965,67.69649999999982
58.3575,58.35749999999987
65.32,65.32000000000102
71.1255,71.1255000000007
66.124,66.12399999999997
73.6395,73.63950000000074
64.1815,64.18149999999949
62.847,62.84700000000043
76.287,76.28699999999955
67.4555,67.45549999999972
65.628,65.62799999999928
75.8305,75.8304999999996
66.068,66.06799999999927
70.444,70.44400000000013
71.142,71.14200000000045
77.2005,77.20049999999944
72.6955,72.69549999999987
57.075,57.0749999999993
60.727,60.72700000000052
56.3385,56.33849999999996
58.689,58.68900000000013
82.057,82.05699999999919
53.401,53.40099999999989
75.394,75.39399999999978
61.426,61.42599999999945
70.267,70.26700000000079
78.0555,78.05550000000002
79.825,79.82499999999939
61.2535,61.253500000000294
42.275,42.275000000000134
86.607,86.60699999999912
69.672,69.67199999999983
79.4885,79.48849999999987
